date,tavg,tmin,tmax,prcp,wspd,pres,tsun,city
2020-01-01 00:00:00,24.9,19.2,29.9,0.0,,1013.4,13800.0,Mumbai
2020-02-01 00:00:00,27.3,21.0,32.6,0.0,,1012.7,11220.0,Mumbai
2020-03-01 00:00:00,27.7,22.6,31.9,0.0,,1011.2,12900.0,Mumbai
2020-04-01 00:00:00,30.2,26.4,33.9,0.0,,1009.6,14220.0,Mumbai
2020-05-01 00:00:00,31.1,28.6,34.0,0.0,,1007.3,15960.0,Mumbai
2020-06-01 00:00:00,29.2,26.0,32.3,525.0,,1003.7,8340.0,Mumbai
2020-07-01 00:00:00,28.1,25.4,30.5,1501.9,,1003.2,4620.0,Mumbai
2020-08-01 00:00:00,27.6,25.0,29.6,826.5,,1003.3,2760.0,Mumbai
2020-09-01 00:00:00,28.4,25.3,31.4,320.0,,1005.6,7080.0,Mumbai
2020-10-01 00:00:00,29.2,25.6,32.7,224.0,,1007.3,7920.0,Mumbai
2020-11-01 00:00:00,28.7,23.1,33.9,0.0,,1011.8,12720.0,Mumbai
2020-12-01 00:00:00,26.6,20.8,32.3,25.0,,1012.0,11400.0,Mumbai
2021-01-01 00:00:00,25.9,20.5,30.9,1.0,,1011.1,11100.0,Mumbai
2021-02-01 00:00:00,27.3,21.4,32.9,0.0,,1012.1,11280.0,Mumbai
2021-03-01 00:00:00,29.7,23.9,35.0,0.0,,1010.0,13200.0,Mumbai
2021-04-01 00:00:00,30.0,26.2,33.6,0.0,,1009.1,13620.0,Mumbai
2021-05-01 00:00:00,30.7,27.8,33.8,154.4,,1005.5,12000.0,Mumbai
2021-06-01 00:00:00,28.6,25.5,31.5,317.0,,1005.3,6360.0,Mumbai
2021-07-01 00:00:00,28.6,25.7,30.8,773.9,,1003.8,4800.0,Mumbai
2021-08-01 00:00:00,27.8,25.1,30.0,295.1,,1006.3,5520.0,Mumbai
2021-09-01 00:00:00,27.7,24.8,30.1,436.9,,1005.1,5820.0,Mumbai
2021-10-01 00:00:00,29.4,25.2,33.5,31.8,,1008.6,13620.0,Mumbai
2021-11-01 00:00:00,29.5,25.0,34.1,50.1,,1009.2,12720.0,Mumbai
2021-12-01 00:00:00,25.8,21.0,30.6,103.3,,1013.3,10080.0,Mumbai
2022-01-01 00:00:00,24.5,19.3,29.3,9.6,,1012.9,11940.0,Mumbai
2022-02-01 00:00:00,25.3,19.3,30.5,0.0,,1011.3,14220.0,Mumbai
2022-03-01 00:00:00,30.0,24.7,34.9,0.1,,1008.9,9240.0,Mumbai
2022-04-01 00:00:00,30.6,26.8,34.5,0.0,,1008.0,12120.0,Mumbai
2022-05-01 00:00:00,30.9,28.8,34.0,7.0,,1005.7,13080.0,Mumbai
2022-06-01 00:00:00,29.3,26.6,32.9,298.3,,1004.4,7860.0,Mumbai
2022-07-01 00:00:00,27.8,25.3,29.8,1185.2,,1004.0,3060.0,Mumbai
2022-08-01 00:00:00,27.7,25.1,30.3,550.9,,1004.2,5160.0,Mumbai
2022-09-01 00:00:00,27.5,24.7,30.2,528.4,,1006.6,5700.0,Mumbai
2022-10-01 00:00:00,28.4,24.5,32.4,165.5,,1009.8,11700.0,Mumbai
2022-11-01 00:00:00,27.9,21.9,33.6,0.0,,1011.7,12180.0,Mumbai
2022-12-01 00:00:00,27.3,21.8,32.5,6.2,,1011.4,10680.0,Mumbai
2023-01-01 00:00:00,24.4,18.7,29.5,0.0,,1013.4,11520.0,Mumbai
2023-02-01 00:00:00,28.1,20.6,34.2,0.0,,1012.4,13980.0,Mumbai
2023-03-01 00:00:00,28.9,23.6,33.5,21.0,,1011.2,12120.0,Mumbai
2023-04-01 00:00:00,30.0,25.8,33.8,15.3,,1009.0,14220.0,Mumbai
2023-05-01 00:00:00,30.8,28.3,33.6,0.6,,1008.8,17220.0,Mumbai
2023-06-01 00:00:00,30.4,27.8,33.7,561.1,,1005.7,11460.0,Mumbai
2023-07-01 00:00:00,27.8,25.3,29.4,1768.9,,1004.7,1680.0,Mumbai
2023-08-01 00:00:00,28.6,26.3,30.8,187.3,,1007.9,7140.0,Mumbai
2023-09-01 00:00:00,28.2,25.2,31.0,483.8,,1006.6,6660.0,Mumbai
2023-10-01 00:00:00,30.2,25.8,34.5,13.0,,1011.0,10200.0,Mumbai
2023-11-01 00:00:00,29.4,24.3,34.4,7.1,,1011.7,11040.0,Mumbai
2023-12-01 00:00:00,27.9,22.8,32.9,0.0,,1012.3,10140.0,Mumbai
2024-01-01 00:00:00,26.3,19.9,31.3,1.1,,1013.2,12240.0,Mumbai
2024-02-01 00:00:00,27.1,20.6,32.6,0.0,,1013.5,14700.0,Mumbai
2024-03-01 00:00:00,28.3,23.2,32.8,0.1,,1011.9,14340.0,Mumbai
2024-04-01 00:00:00,30.7,26.6,34.7,0.0,,1008.2,14340.0,Mumbai
2024-05-01 00:00:00,31.1,28.6,34.2,1.4,,1005.9,,Mumbai
2024-06-01 00:00:00,29.7,27.2,33.2,351.3,,1004.0,6780.0,Mumbai
2024-07-01 00:00:00,27.5,25.3,29.8,1663.8,,1002.1,1020.0,Mumbai
2024-08-01 00:00:00,28.2,26.3,30.9,390.5,,1005.7,5700.0,Mumbai
2024-09-01 00:00:00,27.7,25.2,30.6,659.3,,1006.5,8040.0,Mumbai
2024-10-01 00:00:00,29.3,25.6,33.3,112.0,,1008.8,11040.0,Mumbai
2024-11-01 00:00:00,28.4,22.6,34.1,0.5,,1011.2,10560.0,Mumbai
2024-12-01 00:00:00,26.2,20.6,32.0,0.0,,1011.7,8040.0,Mumbai
2025-01-01 00:00:00,26.2,20.0,32.2,0.0,,1011.9,11100.0,Mumbai
2025-02-01 00:00:00,28.0,21.2,34.0,0.0,,1012.2,13560.0,Mumbai
2025-03-01 00:00:00,29.3,24.2,34.4,0.0,,1010.0,13680.0,Mumbai
2025-04-01 00:00:00,30.2,26.7,34.1,0.0,,1008.2,13800.0,Mumbai
2025-05-01 00:00:00,29.5,25.8,32.9,237.0,,1005.0,10140.0,Mumbai
2025-06-01 00:00:00,28.6,26.2,31.4,510.9,,1003.6,5460.0,Mumbai
2025-07-01 00:00:00,28.1,26.0,30.0,801.7,,1003.5,2760.0,Mumbai
2025-08-01 00:00:00,27.4,25.5,29.5,1098.0,,1005.7,4500.0,Mumbai
2025-09-01 00:00:00,27.0,25.4,29.0,480.7,,1007.2,4020.0,Mumbai
2025-10-01 00:00:00,29.1,26.3,32.8,170.2,,1008.0,10800.0,Mumbai
2025-11-01 00:00:00,27.8,24.3,32.0,9.2,,1012.5,11880.0,Mumbai
2025-12-01 00:00:00,27.0,22.8,32.1,0.0,,1012.9,11700.0,Mumbai
2020-01-01 00:00:00,13.7,8.0,19.5,48.0,,1017.3,9420.0,Delhi
2020-02-01 00:00:00,17.0,9.9,24.1,2.0,,1016.5,12120.0,Delhi
2020-03-01 00:00:00,21.6,15.0,28.2,109.0,,1012.2,12420.0,Delhi
2020-04-01 00:00:00,27.7,20.1,35.3,14.0,,1008.1,15420.0,Delhi
2020-05-01 00:00:00,31.9,24.4,39.5,21.0,,1002.6,16080.0,Delhi
2020-06-01 00:00:00,32.6,26.7,38.5,82.0,,998.9,13260.0,Delhi
2020-07-01 00:00:00,31.5,26.8,36.3,237.0,,998.7,10740.0,Delhi
2020-08-01 00:00:00,30.6,26.6,34.6,237.0,,998.3,9180.0,Delhi
2020-09-01 00:00:00,31.0,25.7,36.2,21.0,,1002.6,13740.0,Delhi
2020-10-01 00:00:00,25.9,17.2,34.5,0.0,,1008.0,13320.0,Delhi
2020-11-01 00:00:00,19.0,10.2,27.8,1.0,,1016.3,6960.0,Delhi
2020-12-01 00:00:00,15.2,7.1,23.4,2.0,,1016.7,8520.0,Delhi
2021-01-01 00:00:00,13.1,7.0,19.2,57.0,,1016.0,6540.0,Delhi
2021-02-01 00:00:00,18.6,10.6,27.9,2.0,,1014.2,12120.0,Delhi
2021-03-01 00:00:00,25.0,17.0,33.2,4.0,,1010.1,,Delhi
2021-04-01 00:00:00,28.1,18.7,37.5,3.0,,1007.1,13800.0,Delhi
2021-05-01 00:00:00,30.4,23.3,37.5,144.0,,1003.1,11580.0,Delhi
2021-06-01 00:00:00,32.0,25.8,38.1,35.0,,998.9,11700.0,Delhi
2021-07-01 00:00:00,31.4,26.4,36.5,507.0,,998.1,10320.0,Delhi
2021-08-01 00:00:00,30.8,26.3,35.2,214.0,,1000.5,9480.0,Delhi
2021-09-01 00:00:00,29.4,25.5,33.2,413.0,,1003.7,9360.0,Delhi
2021-10-01 00:00:00,26.8,20.5,33.1,123.0,,1008.6,15360.0,Delhi
2021-11-01 00:00:00,19.9,11.9,27.8,0.0,,1013.7,10260.0,Delhi
2021-12-01 00:00:00,15.3,8.2,22.4,9.0,,1018.2,7200.0,Delhi
2022-01-01 00:00:00,13.1,8.2,18.0,88.0,,1016.3,3600.0,Delhi
2022-02-01 00:00:00,17.2,10.2,24.2,29.0,,1013.3,12660.0,Delhi
2022-03-01 00:00:00,25.3,17.6,32.9,0.0,,1009.0,14700.0,Delhi
2022-04-01 00:00:00,31.2,22.2,40.2,0.0,,1004.2,13440.0,Delhi
2022-05-01 00:00:00,33.1,26.0,40.1,45.0,,999.3,7260.0,Delhi
2022-06-01 00:00:00,33.7,27.2,40.1,25.0,,997.9,9780.0,Delhi
2022-07-01 00:00:00,31.2,27.0,35.5,286.0,,999.4,7980.0,Delhi
2022-08-01 00:00:00,30.4,26.4,34.4,41.0,,1000.2,9660.0,Delhi
2022-09-01 00:00:00,29.4,24.7,34.2,165.0,,1003.6,,Delhi
2022-10-01 00:00:00,24.9,18.5,31.4,128.0,,1010.6,10500.0,Delhi
2022-11-01 00:00:00,20.5,12.3,28.7,0.0,,1014.2,9000.0,Delhi
2022-12-01 00:00:00,15.5,7.5,23.4,0.0,,1015.7,9660.0,Delhi
2023-01-01 00:00:00,13.2,6.6,19.7,20.0,,1017.9,5340.0,Delhi
2023-02-01 00:00:00,19.5,11.2,27.7,0.0,,1013.8,13380.0,Delhi
2023-03-01 00:00:00,23.6,16.2,30.9,54.0,,1012.0,11400.0,Delhi
2023-04-01 00:00:00,27.3,19.4,35.3,16.0,,1007.7,13740.0,Delhi
2023-05-01 00:00:00,29.6,22.4,36.8,86.0,,1004.9,13740.0,Delhi
2023-06-01 00:00:00,31.5,25.9,37.1,101.0,,999.0,11340.0,Delhi
2023-07-01 00:00:00,30.7,26.7,34.8,383.0,,999.5,6240.0,Delhi
2023-08-01 00:00:00,31.1,26.8,35.4,106.0,,1000.5,9420.0,Delhi
2023-09-01 00:00:00,30.4,25.3,35.6,83.0,,1003.5,11040.0,Delhi
2023-10-01 00:00:00,25.5,18.2,33.4,5.0,,1011.3,,Delhi
2023-11-01 00:00:00,20.4,13.1,27.8,18.0,,1015.8,,Delhi
2023-12-01 00:00:00,16.3,8.6,24.1,0.0,,1017.6,8520.0,Delhi
2024-01-01 00:00:00,12.3,6.6,18.1,0.0,,1018.3,2460.0,Delhi
2024-02-01 00:00:00,16.7,9.3,24.1,32.0,,1016.7,9840.0,Delhi
2024-03-01 00:00:00,22.4,14.2,30.5,4.0,,1012.6,,Delhi
2024-04-01 00:00:00,28.9,20.7,37.0,7.0,,1006.5,13860.0,Delhi
2024-05-01 00:00:00,33.9,26.5,41.4,4.0,,1001.0,13860.0,Delhi
2024-06-01 00:00:00,34.7,28.8,40.6,244.0,,997.7,8820.0,Delhi
2024-07-01 00:00:00,31.5,27.6,35.9,203.0,,996.7,,Delhi
2024-08-01 00:00:00,29.9,25.7,34.2,390.0,,1001.0,8040.0,Delhi
2024-09-01 00:00:00,29.3,24.7,33.8,193.0,,1003.3,7140.0,Delhi
2024-10-01 00:00:00,28.2,21.4,35.1,0.0,,1009.1,12780.0,Delhi
2024-11-01 00:00:00,22.2,14.7,29.7,0.0,,1014.3,2520.0,Delhi
2024-12-01 00:00:00,15.8,8.4,23.2,54.0,,1016.8,2520.0,Delhi
2025-01-01 00:00:00,14.6,8.5,20.8,7.0,,1016.6,7560.0,Delhi
2025-02-01 00:00:00,19.2,11.6,26.7,1.0,,1014.7,10800.0,Delhi
2025-03-01 00:00:00,23.8,15.5,32.0,18.0,,1010.7,15780.0,Delhi
2025-04-01 00:00:00,30.4,21.9,38.9,0.5,,1005.0,13320.0,Delhi
2025-05-01 00:00:00,31.4,25.3,37.6,186.0,,1001.4,10320.0,Delhi
2025-06-01 00:00:00,32.3,27.1,37.5,107.0,,998.3,7980.0,Delhi
2025-07-01 00:00:00,30.3,26.1,34.5,259.0,,997.4,6720.0,Delhi
2025-08-01 00:00:00,29.1,25.1,33.2,400.0,,1001.4,5820.0,Delhi
2025-09-01 00:00:00,28.8,24.0,33.6,136.0,,1004.0,12060.0,Delhi
2025-10-01 00:00:00,25.8,20.1,31.6,89.0,,1010.1,9420.0,Delhi
2025-11-01 00:00:00,19.6,11.4,27.8,0.0,,1015.5,8820.0,Delhi
2025-12-01 00:00:00,15.0,8.2,23.0,0.0,,1017.1,7380.0,Delhi
2020-01-01 00:00:00,22.3,16.8,29.6,0.0,,1016.1,12660.0,Bengaluru
2020-02-01 00:00:00,23.2,17.0,30.6,0.0,,1016.3,14100.0,Bengaluru
2020-03-01 00:00:00,26.0,20.2,33.1,18.0,,1014.0,14160.0,Bengaluru
2020-04-01 00:00:00,28.5,22.9,34.1,121.0,,1012.7,12600.0,Bengaluru
2020-05-01 00:00:00,27.4,21.8,34.1,129.0,,1010.3,10920.0,Bengaluru
2020-06-01 00:00:00,24.5,20.2,30.4,116.0,,1009.8,6120.0,Bengaluru
2020-07-01 00:00:00,24.1,20.5,29.2,161.0,,1009.3,5100.0,Bengaluru
2020-08-01 00:00:00,23.6,19.6,28.6,76.0,,1010.0,3900.0,Bengaluru
2020-09-01 00:00:00,23.2,19.3,28.6,300.0,,1010.3,4860.0,Bengaluru
2020-10-01 00:00:00,23.2,18.8,28.5,205.0,,1011.0,7200.0,Bengaluru
2020-11-01 00:00:00,22.3,17.9,27.7,71.0,,1014.9,9180.0,Bengaluru
2020-12-01 00:00:00,20.5,15.9,26.5,21.0,,1015.4,9120.0,Bengaluru
2021-01-01 00:00:00,21.4,16.3,27.8,21.0,,1014.7,8640.0,Bengaluru
2021-02-01 00:00:00,22.2,15.7,29.5,10.0,,1015.5,12240.0,Bengaluru
2021-03-01 00:00:00,25.6,18.0,33.2,0.0,,1013.3,14100.0,Bengaluru
2021-04-01 00:00:00,27.1,20.5,34.0,118.0,,1011.9,9780.0,Bengaluru
2021-05-01 00:00:00,26.7,22.4,32.2,131.0,,1010.0,11220.0,Bengaluru
2021-06-01 00:00:00,24.7,19.9,30.1,90.0,,1010.7,7140.0,Bengaluru
2021-07-01 00:00:00,23.7,19.1,28.9,203.0,,1009.8,4920.0,Bengaluru
2021-08-01 00:00:00,23.6,19.0,28.9,99.0,,1011.0,5940.0,Bengaluru
2021-09-01 00:00:00,23.9,19.0,29.2,189.0,,1010.6,6780.0,Bengaluru
2021-10-01 00:00:00,23.5,19.3,28.8,367.0,,1012.0,6840.0,Bengaluru
2021-11-01 00:00:00,21.7,18.2,26.2,279.0,,1012.5,3000.0,Bengaluru
2021-12-01 00:00:00,21.1,15.9,27.0,6.0,,1016.6,7560.0,Bengaluru
2022-01-01 00:00:00,21.9,16.5,27.9,3.0,,1015.5,9840.0,Bengaluru
2022-02-01 00:00:00,22.8,15.8,30.2,0.0,,1014.9,12060.0,Bengaluru
2022-03-01 00:00:00,25.4,18.6,32.6,16.0,,1013.3,9960.0,Bengaluru
2022-04-01 00:00:00,26.9,20.8,34.2,135.0,,1012.6,11220.0,Bengaluru
2022-05-01 00:00:00,24.5,19.7,30.4,267.0,,1010.0,8460.0,Bengaluru
2022-06-01 00:00:00,24.3,19.2,29.9,280.0,,1010.5,7740.0,Bengaluru
2022-07-01 00:00:00,23.2,18.9,28.2,105.9,,1010.0,4020.0,Bengaluru
2022-08-01 00:00:00,23.7,19.1,28.5,366.7,,1009.8,4740.0,Bengaluru
2022-09-01 00:00:00,23.4,18.8,28.7,298.8,,1011.8,6420.0,Bengaluru
2022-10-01 00:00:00,22.9,18.1,27.8,238.9,,1013.8,6420.0,Bengaluru
2022-11-01 00:00:00,21.6,17.0,26.7,74.8,,1015.5,6240.0,Bengaluru
2022-12-01 00:00:00,21.2,16.7,27.0,73.0,,1015.5,7620.0,Bengaluru
2023-01-01 00:00:00,20.3,15.2,27.6,0.5,,1017.4,12000.0,Bengaluru
2023-02-01 00:00:00,22.6,16.2,30.3,0.0,,1016.8,13920.0,Bengaluru
2023-03-01 00:00:00,24.6,18.5,31.4,46.3,,1015.6,11520.0,Bengaluru
2023-04-01 00:00:00,27.7,21.3,35.0,88.4,,1011.8,11700.0,Bengaluru
2023-05-01 00:00:00,26.7,20.7,33.9,151.6,,1012.0,10080.0,Bengaluru
2023-06-01 00:00:00,25.2,19.7,30.8,93.3,,1011.9,7980.0,Bengaluru
2023-07-01 00:00:00,23.3,19.3,28.6,83.8,,1012.1,3480.0,Bengaluru
2023-08-01 00:00:00,24.9,20.0,30.5,53.8,,1014.2,9600.0,Bengaluru
2023-09-01 00:00:00,23.9,19.8,29.4,165.2,,1013.2,,Bengaluru
2023-10-01 00:00:00,24.4,19.5,30.1,111.1,,1016.2,9960.0,Bengaluru
2023-11-01 00:00:00,23.2,18.1,28.6,92.9,,1016.8,8160.0,Bengaluru
2023-12-01 00:00:00,21.9,17.2,28.5,11.1,,1017.1,7260.0,Bengaluru
2024-01-01 00:00:00,22.0,16.3,29.2,10.0,,1018.0,10500.0,Bengaluru
2024-02-01 00:00:00,24.2,17.0,31.6,0.0,,1018.5,13920.0,Bengaluru
2024-03-01 00:00:00,27.3,19.9,34.0,0.0,,1015.5,12840.0,Bengaluru
2024-04-01 00:00:00,29.4,22.9,36.7,0.1,,1013.1,13080.0,Bengaluru
2024-05-01 00:00:00,26.9,22.3,34.9,170.4,,1011.6,,Bengaluru
2024-06-01 00:00:00,25.3,21.5,30.2,125.3,,1011.8,,Bengaluru
2024-07-01 00:00:00,24.1,21.1,28.1,122.3,,1011.0,2640.0,Bengaluru
2024-08-01 00:00:00,25.2,22.0,29.3,229.0,,1011.7,6300.0,Bengaluru
2024-09-01 00:00:00,25.2,21.4,29.6,24.0,,1012.0,8040.0,Bengaluru
2024-10-01 00:00:00,24.7,21.3,29.2,287.4,,1014.1,6180.0,Bengaluru
2024-11-01 00:00:00,23.7,20.2,27.7,39.9,,1015.8,7500.0,Bengaluru
2024-12-01 00:00:00,22.9,19.4,27.1,96.0,,1015.3,7320.0,Bengaluru
2025-01-01 00:00:00,21.3,16.6,27.4,3.5,,1017.1,12300.0,Bengaluru
2025-02-01 00:00:00,23.8,16.8,30.9,0.0,,1017.6,14640.0,Bengaluru
2025-03-01 00:00:00,26.3,20.1,32.9,12.0,,1014.1,13740.0,Bengaluru
2025-04-01 00:00:00,26.9,21.8,32.8,32.0,,1014.1,10620.0,Bengaluru
2025-05-01 00:00:00,25.1,21.2,30.1,141.9,,1011.2,8160.0,Bengaluru
2025-06-01 00:00:00,24.3,20.9,29.0,78.6,,1011.8,6720.0,Bengaluru
2025-07-01 00:00:00,23.2,20.3,27.6,154.2,,1011.7,6660.0,Bengaluru
2025-08-01 00:00:00,23.1,20.4,27.4,177.3,,1012.7,4260.0,Bengaluru
2025-09-01 00:00:00,23.5,20.3,28.0,117.1,,1013.2,4860.0,Bengaluru
2025-10-01 00:00:00,23.4,20.4,27.7,127.0,,1014.3,7140.0,Bengaluru
2025-11-01 00:00:00,22.1,18.6,26.8,23.0,,1017.2,6600.0,Bengaluru
2025-12-01 00:00:00,20.7,16.3,26.6,1.0,,1017.3,11460.0,Bengaluru
2020-01-01 00:00:00,19.2,12.3,26.1,0.0,,1015.5,14100.0,Ahmedabad
2020-02-01 00:00:00,23.1,15.3,30.8,0.0,,1014.6,17220.0,Ahmedabad
2020-03-01 00:00:00,26.5,19.2,33.7,13.0,,1011.2,17640.0,Ahmedabad
2020-04-01 00:00:00,32.9,25.5,40.4,0.0,,1008.7,,Ahmedabad
2020-05-01 00:00:00,35.3,28.0,42.6,0.0,,1005.0,21360.0,Ahmedabad
2020-06-01 00:00:00,32.0,26.9,37.4,216.0,,1002.0,,Ahmedabad
2020-07-01 00:00:00,31.1,26.8,35.5,210.0,,1000.7,11220.0,Ahmedabad
2020-08-01 00:00:00,28.5,25.7,32.1,425.0,,1000.4,,Ahmedabad
2020-09-01 00:00:00,30.3,26.2,34.3,119.0,,1004.6,12060.0,Ahmedabad
2020-10-01 00:00:00,29.9,23.6,36.2,1.0,,1007.6,17340.0,Ahmedabad
2020-11-01 00:00:00,24.9,17.1,32.6,0.0,,1014.0,16500.0,Ahmedabad
2020-12-01 00:00:00,22.3,14.9,29.7,1.0,,1014.3,15420.0,Ahmedabad
2021-01-01 00:00:00,20.5,13.0,27.9,0.0,,1013.2,14940.0,Ahmedabad
2021-02-01 00:00:00,23.4,15.6,32.8,0.0,,1013.6,,Ahmedabad
2021-03-01 00:00:00,29.1,20.3,38.0,0.0,,1010.3,18420.0,Ahmedabad
2021-04-01 00:00:00,32.7,24.8,40.7,0.0,,1008.1,18540.0,Ahmedabad
2021-05-01 00:00:00,33.5,27.5,39.5,139.0,,1003.9,17580.0,Ahmedabad
2021-06-01 00:00:00,31.9,27.0,36.8,148.0,,1002.4,13740.0,Ahmedabad
2021-07-01 00:00:00,30.9,27.0,34.8,171.0,,1000.5,8340.0,Ahmedabad
2021-08-01 00:00:00,30.1,26.2,33.9,47.0,,1003.9,7560.0,Ahmedabad
2021-09-01 00:00:00,29.0,25.7,32.3,201.0,,1002.9,5340.0,Ahmedabad
2021-10-01 00:00:00,28.8,23.0,34.6,8.0,,1009.2,15840.0,Ahmedabad
2021-11-01 00:00:00,25.5,17.8,33.3,0.0,,1011.8,14460.0,Ahmedabad
2021-12-01 00:00:00,21.3,14.6,27.9,5.0,,1015.8,13560.0,Ahmedabad
2022-01-01 00:00:00,19.5,12.3,26.7,4.0,,1014.7,16020.0,Ahmedabad
2022-02-01 00:00:00,23.3,14.4,32.1,0.0,,1012.0,16740.0,Ahmedabad
2022-03-01 00:00:00,29.8,21.4,38.2,0.0,,1009.5,17460.0,Ahmedabad
2022-04-01 00:00:00,33.7,25.4,42.1,0.0,,1006.7,18420.0,Ahmedabad
2022-05-01 00:00:00,35.4,28.1,42.6,0.0,,1002.9,18360.0,Ahmedabad
2022-06-01 00:00:00,34.1,27.8,40.4,17.0,,1001.7,14940.0,Ahmedabad
2022-07-01 00:00:00,29.5,25.9,33.0,565.0,,1001.2,6120.0,Ahmedabad
2022-08-01 00:00:00,29.0,25.7,32.4,208.0,,1001.6,6780.0,Ahmedabad
2022-09-01 00:00:00,29.9,25.6,34.2,54.0,,1005.5,12480.0,Ahmedabad
2022-10-01 00:00:00,28.7,22.1,35.2,14.0,,1010.4,16860.0,Ahmedabad
2022-11-01 00:00:00,25.1,16.9,33.4,0.0,,1013.6,16980.0,Ahmedabad
2022-12-01 00:00:00,23.0,15.8,30.3,0.0,,1013.6,15420.0,Ahmedabad
2023-01-01 00:00:00,19.9,12.7,27.1,1.0,,1015.7,16380.0,Ahmedabad
2023-02-01 00:00:00,24.3,14.5,34.1,0.0,,1014.2,19080.0,Ahmedabad
2023-03-01 00:00:00,28.1,20.5,35.7,10.0,,1011.3,16560.0,Ahmedabad
2023-04-01 00:00:00,31.7,24.6,38.8,3.0,,1008.4,17520.0,Ahmedabad
2023-05-01 00:00:00,33.8,26.7,40.9,68.0,,1006.6,19860.0,Ahmedabad
2023-06-01 00:00:00,32.1,27.4,36.8,170.0,,1003.0,11280.0,Ahmedabad
2023-07-01 00:00:00,30.1,26.6,33.7,409.0,,1001.4,4920.0,Ahmedabad
2023-08-01 00:00:00,29.5,26.1,33.0,36.0,,1004.9,5280.0,Ahmedabad
2023-09-01 00:00:00,30.1,26.0,34.2,195.0,,1004.8,9600.0,Ahmedabad
2023-10-01 00:00:00,29.5,22.8,36.1,1.0,,1011.6,17160.0,Ahmedabad
2023-11-01 00:00:00,25.9,19.1,32.8,31.0,,1013.7,13080.0,Ahmedabad
2023-12-01 00:00:00,22.8,17.1,28.5,0.0,,1015.0,13020.0,Ahmedabad
2024-01-01 00:00:00,21.1,14.2,28.0,0.0,,1015.3,14640.0,Ahmedabad
2024-02-01 00:00:00,24.3,17.5,31.0,0.0,,1014.6,15360.0,Ahmedabad
2024-03-01 00:00:00,28.0,20.4,35.6,0.0,,1011.8,18420.0,Ahmedabad
2024-04-01 00:00:00,32.7,26.1,39.2,0.0,,1007.7,16260.0,Ahmedabad
2024-05-01 00:00:00,35.9,29.0,42.8,7.0,,1003.7,18900.0,Ahmedabad
2024-06-01 00:00:00,34.5,28.8,40.1,145.0,,1001.2,14100.0,Ahmedabad
2024-07-01 00:00:00,30.3,27.0,33.6,312.0,,998.6,4560.0,Ahmedabad
2024-08-01 00:00:00,29.1,26.0,32.1,471.0,,1002.7,4500.0,Ahmedabad
2024-09-01 00:00:00,29.5,25.9,33.2,190.0,,1005.0,9180.0,Ahmedabad
2024-10-01 00:00:00,30.3,25.0,35.5,8.0,,1009.5,,Ahmedabad
2024-11-01 00:00:00,26.7,19.3,34.2,0.0,,1013.1,,Ahmedabad
2024-12-01 00:00:00,21.8,15.2,28.4,0.0,,1014.2,,Ahmedabad
2025-01-01 00:00:00,21.9,14.8,29.0,0.0,,1014.3,15900.0,Ahmedabad
2025-02-01 00:00:00,25.1,17.3,32.8,0.0,,1013.6,16380.0,Ahmedabad
2025-03-01 00:00:00,29.1,20.9,37.4,0.0,,1010.7,19200.0,Ahmedabad
2025-04-01 00:00:00,33.6,25.5,41.7,0.0,,1006.7,19320.0,Ahmedabad
2025-05-01 00:00:00,33.0,27.4,38.6,115.0,,1002.7,16020.0,Ahmedabad
2025-06-01 00:00:00,31.6,27.1,36.1,250.0,,1000.5,8880.0,Ahmedabad
2025-07-01 00:00:00,29.7,26.5,32.9,248.0,,1000.3,3180.0,Ahmedabad
2025-08-01 00:00:00,29.5,26.0,33.1,298.0,,1003.2,6720.0,Ahmedabad
2025-09-01 00:00:00,29.5,25.6,33.3,185.0,,1005.3,9780.0,Ahmedabad
2025-10-01 00:00:00,28.3,23.2,33.5,42.0,,1009.4,12720.0,Ahmedabad
2025-11-01 00:00:00,24.3,17.9,30.8,7.0,,1014.4,13980.0,Ahmedabad
2025-12-01 00:00:00,22.7,15.5,30.0,0.0,,1015.5,15420.0,Ahmedabad
2020-01-01 00:00:00,24.1,18.5,29.8,39.0,,1013.7,14700.0,Hyderabad
2020-02-01 00:00:00,25.2,19.0,31.4,4.0,,1013.4,14700.0,Hyderabad
2020-03-01 00:00:00,28.4,22.2,34.6,24.0,,1010.1,14880.0,Hyderabad
2020-04-01 00:00:00,31.5,25.0,37.9,21.0,,1007.9,15060.0,Hyderabad
2020-05-01 00:00:00,33.5,27.2,39.8,42.0,,1004.1,15900.0,Hyderabad
2020-06-01 00:00:00,29.3,24.5,34.0,225.0,,1002.8,10740.0,Hyderabad
2020-07-01 00:00:00,27.5,23.3,31.7,129.0,,1003.3,8640.0,Hyderabad
2020-08-01 00:00:00,26.1,22.7,29.5,250.0,,1003.4,7140.0,Hyderabad
2020-09-01 00:00:00,27.2,23.0,31.4,204.0,,1004.7,8280.0,Hyderabad
2020-10-01 00:00:00,26.1,21.3,30.8,401.0,,1006.7,10200.0,Hyderabad
2020-11-01 00:00:00,24.1,17.9,30.3,9.0,,1013.1,13560.0,Hyderabad
2020-12-01 00:00:00,22.5,15.3,29.6,0.0,,1013.5,16320.0,Hyderabad
2021-01-01 00:00:00,24.4,18.6,30.2,2.0,,1012.1,14100.0,Hyderabad
